Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Luis Castillo","SEA",10.2869,10.0254,14.0138,4.49987,28.406,28.406,0,0,,172.025,728.051,164.093,92.06,86.01,27.1435,51.2927,0.646978,7.67323,151.857,7.94487,2.68353,2.9606,1.4201,0.208581,0.0704521,0.1381286010146141,0.24525,1.25206,0.27944,0.695244,,,4.44919,2.27224,1.51125,172.64999389648438,,,,,,,641.2999999999998,3.728488372093022,636,3.697674418604651,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Zebby Matthews","MIN",6.77145,9.08423,3.77368,4.13677,30.392,22.361,0,0.6268,,125.946,526.969,121.694,62.05,57.89,18.3982,31.2271,1.1139,2.69601,123.475,8.82342,2.23147,3.95409,1.31472,0.234311,0.059258,0.1750534549355507,0.246821,1.21418,0.294146,0.7146,,,3.88146,2.26548,1.5675,294.0199890136719,,,,,,,541.8000000000002,4.300000000000002,544,4.317460317460317,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Ryne Nelson","ARI",9.41975,10.517,8.91439,4.32826,31.854,27.21,0,0.6568,,157.428,663.059,150.219,80.63,75.71,22.7797,44.1369,1.13827,4.338,132.726,7.58779,2.52326,3.00713,1.30229,0.200172,0.0665656,0.13360612094402313,0.244424,1.23457,0.277598,0.700006,,,4.2538,2.22494,1.62097,261.2900085449219,,,,,,,614.9,3.91656050955414,612,3.8980891719745223,,,,,,,,,,,,,,,,,,,"Ryne Nelson","26253",669194
"Cody Ponce","TOR",6.80828,7.40392,2.73652,4.02974,33.25,20.318,0,0.6524,,128.063,539.022,112.284,61.4,57.34,18.472,43.5252,1.46022,6.13672,148.895,10.464,3.05886,3.42089,1.29817,0.276232,0.0807485,0.19548313319683075,0.229451,1.21666,0.291348,0.726513,,,3.84832,2.21167,1.737,262.239990234375,,,,,,,586.6000000000001,4.582812500000001,558,4.359375,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Matthew Liberatore","STL",7.96361,10.6412,10.8063,4.51988,27.218,27.218,0,0,,149.38,635.384,151.592,80.08,75.02,19.6106,40.7061,0.419016,5.43915,118.866,7.16153,2.4525,2.92009,1.18152,0.187077,0.0640654,0.12301135808229446,0.257267,1.28731,0.292795,0.680755,,,4.17706,2.20263,1.27833,639.5599975585938,,,,,,,561.4000000000001,3.7677852348993293,585,3.9261744966442955,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Carlos Rodón","NYY",9.23282,7.46202,10.8819,4.08003,23.51,23.51,0,0,,139.521,585.115,119.065,67.56,63.25,19.4799,50.6555,0.37341,6.1131,145.626,9.39378,3.2676,2.87482,1.25658,0.248884,0.0865736,0.1623101606965065,0.225354,1.21645,0.274157,0.717174,,,4.08333,2.19026,1.92875,199.35000610351562,,,,,,,613.9,4.385,574,4.1,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Andrew Abbott","CIN",8.92404,10.5228,12.8786,4.65024,27.628,27.628,0,0,,162.34,690.131,161.301,89.54,83.88,27.1637,47.2466,0.52768,3.16947,144.738,8.02416,2.61932,3.06346,1.50593,0.209725,0.0684604,0.1412649005651474,0.252145,1.28463,0.286732,0.697916,,,4.4589,2.15507,1.09311,218.27999877929688,,,,,,,588.0999999999999,3.630246913580246,599,3.697530864197531,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Chad Patrick","MIL",7.96434,8.52643,9.07757,4.17977,24.402,24.402,0,0,,131.476,552.489,119.178,65.25,61.06,19.6261,40.2738,0.437307,5.33591,123.137,8.42918,2.75689,3.0575,1.34348,0.222877,0.0728952,0.14998199045658112,0.235122,1.21279,0.273408,0.713785,,,4.24328,2.1546,1.66306,307.45001220703125,,,,,,,525.0000000000001,4.007633587786261,506,3.8625954198473282,,,,,,,,,,,,,,,,,,,"Chad Patrick","30113",694477
"Tyler Glasnow","LAD",9.18493,6.36823,9.69698,4.19972,22.371,22.371,0,0,,128.537,544.107,113.011,63.91,59.98,16.4329,51.7419,0.329428,3.00625,138.996,9.73233,3.6229,2.68634,1.15061,0.255457,0.095095,0.16036223620176315,0.230937,1.28176,0.289217,0.71143,,,3.91219,2.14213,1.63847,121.22000122070312,,,,,,,577,4.4728682170542635,550,4.263565891472868,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Trevor Rogers","BAL",9.3195,8.36462,11.1435,4.20997,25.268,25.268,0,0,,146.267,611.164,135.861,73.15,68.42,22.1164,41.5773,0.61586,3.89233,132.99,8.18308,2.55831,3.19863,1.36085,0.217602,0.0680297,0.14957215636968613,0.240167,1.21312,0.27703,0.711986,,,4.21495,2.13386,1.7963,153.52999877929688,,,,,,,584.2,4.001369863013699,572,3.9178082191780823,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Cam Schlittler","NYY",8.731,7.40295,9.49166,4.04989,23.471,23.471,0,0,,131.337,554.678,115.445,63.01,59.1,16.6875,48.8483,0.358225,5.68853,131.853,9.03537,3.34738,2.69923,1.14353,0.237711,0.0880662,0.14964506775140762,0.230825,1.25093,0.28088,0.718674,,,4.02477,2.12479,1.87008,129.75999450683594,,,,,,,560.3000000000001,4.277099236641222,533,4.068702290076335,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Brandon Pfaadt","ARI",9.33823,10.3182,12.9966,4.65014,27.957,27.957,0,0,,164.066,699.497,170.551,90.61,84.77,24.263,40.789,0.756753,7.13956,133.169,7.30511,2.23752,3.26483,1.33097,0.190378,0.0583118,0.13206607848405838,0.261754,1.28814,0.296046,0.68066,,,4.31068,2.12377,1.1177,668.530029296875,,,,,,,595.8000000000001,3.632926829268293,630,3.841463414634146,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Landen Roupp","SFG",7.29355,8.74208,4.95016,4.0731,27.677,22.556,0,0.6515,,121.264,519.83,114.143,58.93,54.88,11.9628,48.8776,0.929485,3.67228,114.301,8.48324,3.62761,2.33852,0.88786,0.219882,0.0940263,0.12585602700710297,0.244271,1.34434,0.299634,0.71162,,,3.83249,2.10546,1.59258,690.9400024414062,,,,,,,524.4000000000001,4.333884297520662,522,4.31404958677686,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Grayson Rodriguez","LAA",6.83878,7.45495,8.52231,4.02038,20.598,20.598,0,0,,116.474,489.273,106.324,55.73,52.03,15.5636,36.6295,0.347178,4.45461,120.309,9.29636,2.83038,3.28449,1.20261,0.245894,0.0748652,0.1710289642214775,0.237231,1.22735,0.290606,0.719878,,,3.86457,2.08546,1.63364,262.010009765625,,,,,,,503.0000000000001,4.336206896551725,489,4.2155172413793105,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Sandy Alcantara","MIA",9.23132,11.2367,14.8308,4.57006,28.289,28.289,0,0,,176.177,751.665,175.573,95.98,89.46,23.1962,54.53,0.511659,8.07964,134.839,6.88827,2.78566,2.47276,1.18498,0.179388,0.0725456,0.10684208571910858,0.254803,1.30609,0.286952,0.678663,,,4.38218,2.08344,1.36311,145.89999389648438,,,,,,,642.9,3.652840909090909,662,3.7613636363636362,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Shane McClanahan","TBR",7.12184,7.11339,9.07899,4.01975,20.14,20.14,0,0,,118.261,493.831,110.348,56.85,52.82,16.6139,33.9404,0.44126,2.74422,121.581,9.25269,2.58296,3.5822,1.26437,0.2462,0.0687287,0.1774713546037674,0.241383,1.22008,0.293881,0.722458,,,3.83589,2.08098,1.65835,201.8699951171875,,,,,,,511.1,4.33135593220339,502,4.254237288135593,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Braxton Garrett","MIA",6.16065,8.43385,4.46187,4.11647,26.629,20.288,0,0.6387,,115.548,485.076,114.678,56.86,52.85,14.445,27.7193,1.02605,5.16477,104.241,8.11933,2.15905,3.76061,1.12512,0.214897,0.0571442,0.1577528975903988,0.253605,1.23236,0.300544,0.700125,,,3.80979,2.01585,1.45403,509.30999755859375,,,,,,,500.20000000000005,4.312068965517242,511,4.405172413793103,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Jack Leiter","TEX",9.52938,10.5077,11.8989,4.42006,29.218,29.218,0,0,,162.507,693.174,144.66,85,79.81,23.6381,64.675,0.476199,7.3386,154.984,8.58337,3.58185,2.39635,1.30913,0.223586,0.0933027,0.13028373569250107,0.232886,1.28816,0.273472,0.70548,,,4.44811,2.01304,1.65011,233.72999572753906,,,,,,,628,3.852760736196319,597,3.6625766871165646,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Noah Cameron","KCR",8.56528,9.0823,11.3488,4.44992,25.188,25.188,0,0,,146.389,622.814,144.53,77.51,72.38,21.5356,44.2817,0.485727,4.0983,126.145,7.75537,2.72244,2.84868,1.32401,0.20254,0.0710995,0.1314404308795929,0.251604,1.28979,0.288209,0.701503,,,4.31565,1.99887,1.29168,269.2799987792969,,,,,,,540.8000000000001,3.704109589041096,552,3.780821917808219,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Aaron Nola","PHI",9.98247,9.42383,13.2275,4.4798,27.232,27.232,0,0,,163.775,688.734,154.429,87.35,81.52,28.2206,47.1378,0.427763,6.11526,151.269,8.31276,2.59038,3.20909,1.55082,0.219634,0.0684412,0.15119252353906631,0.243011,1.23075,0.276778,0.70479,,,4.50341,1.98679,1.51254,212.11000061035156,,,,,,,611.8000000000002,3.73048780487805,599,3.652439024390244,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Chris Bassitt","BAL",10.5385,10.9042,10.3749,4.53723,32.168,28.271,0,0.6611,,165.61,715.454,163.544,89.25,83.49,21.7646,56.2304,0.930392,14.0322,144.69,7.86312,3.05582,2.57316,1.18278,0.202235,0.0785941,0.12364139407873154,0.253482,1.32706,0.296154,0.689497,,,4.36904,1.98031,1.39024,369.05999755859375,,,,,,,615.4000000000002,3.7072289156626517,628,3.783132530120482,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Ryan Pepiot","TBR",9.46306,10.9788,12.3801,4.36983,29.574,29.574,0,0,,166.661,705.749,146.681,86.59,80.92,26.9799,63.4153,0.458673,6.25072,159.585,8.6179,3.42455,2.51651,1.45697,0.226122,0.0898553,0.13626659661531448,0.2306,1.26062,0.266288,0.716708,,,4.57858,1.97841,1.69922,126.98999786376953,,,,,,,634.5,3.7994011976047903,597,3.5748502994011977,,,,,,,,,,,,,,,,,,,"Ryan Pepiot","26221",686752
"Cade Cavalli","WSN",7.03937,9.72219,9.79957,4.29977,24.333,24.333,0,0,,135.091,578.772,133.137,69.07,64.54,14.6038,45.4219,0.451083,7.4442,106.914,7.12278,3.02609,2.35379,0.97293,0.184725,0.0784798,0.10624528676271439,0.253158,1.32177,0.293118,0.69247,,,4.13165,1.97818,1.50799,331.8699951171875,,,,,,,526.7,3.9014814814814818,538,3.9851851851851854,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Shane Smith","CHW",8.60553,10.7203,11.6107,4.39988,28.002,28.002,0,0,,157.034,670.595,147.515,82.15,76.77,21.5208,55.1724,0.49416,9.11013,144.297,8.27002,3.16206,2.61539,1.23341,0.215178,0.0822737,0.13290387392044067,0.243299,1.29072,0.286029,0.698532,,,4.30701,1.97249,1.57641,246.36000061035156,,,,,,,602.3999999999999,3.836942675159235,595,3.789808917197452,,,,,,,,,,,,,,,,,,,"Shane Smith","31687",681343
"Parker Messick","CLE",7.4772,8.62697,7.75237,4.08665,21.903,21.662,0,0,,116.149,490.426,110.031,56.39,52.74,14.8894,34.6482,0.366845,5.4728,108.043,8.37187,2.68477,3.11828,1.15373,0.220304,0.0706492,0.14965461194515228,0.244347,1.24563,0.29062,0.712963,,,3.97751,1.96448,1.63356,299,,,,,,,483.9000000000001,4.171551724137932,481,4.146551724137931,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Michael McGreevy","STL",7.64483,9.87333,7.13705,4.28855,28.703,23.394,0,0.6663,,137.459,581.432,143.627,69.9,65.5,16.352,33.9463,0.929263,2.9753,94.7123,6.2012,2.2226,2.79006,1.07063,0.162895,0.0583839,0.10451092943549156,0.263772,1.29182,0.293634,0.696101,,,4.10936,1.96224,1.46458,723.5800170898438,,,,,,,525.6000000000003,3.8364963503649654,560,4.087591240875913,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Reid Detmers","LAA",6.86161,9.92867,5.65297,4.4154,30.437,23.173,0,0.6225,,135.365,578.334,125.001,71.11,66.41,20.5261,48.6045,1.36383,6.65275,149.391,9.93255,3.23156,3.07361,1.36472,0.258313,0.0840422,0.17427068203687668,0.238973,1.2825,0.295829,0.707505,,,4.12379,1.94046,1.22815,329.1300048828125,,,,,,,549.7,4.071851851851852,536,3.9703703703703703,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Dustin May","STL",7.27531,9.90687,6.51329,4.4238,29.511,22.979,0,0.6663,,137.122,590.734,130.135,71.95,67.4,14.1855,51.3116,1.23624,10.242,118.622,7.78572,3.36784,2.31179,0.931064,0.200804,0.0868609,0.1139429435133934,0.245918,1.32325,0.292526,0.677633,,,4.09654,1.93632,1.25161,563.75,,,,,,,562.6000000000001,4.106569343065694,562,4.102189781021898,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Robbie Ray","SFG",9.75609,10.5229,13.5457,4.49018,28.644,28.644,0,0,,170.071,722.309,151.368,91.36,84.85,29.8455,65.354,0.482515,4.7386,175.788,9.30255,3.45847,2.68979,1.5794,0.24337,0.0904792,0.15289068967103958,0.232082,1.2743,0.272116,0.716607,,,4.58567,1.9307,1.48635,168.60000610351562,,,,,,,638.4,3.755294117647059,602,3.541176470588235,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Clay Holmes","NYM",10.5281,9.48856,9.12726,4.02103,27.781,26.697,0,0,,144.008,615.163,137.71,69.01,64.34,14.2677,52.8675,0.486856,8.21246,113.224,7.07612,3.30403,2.14166,0.891683,0.184056,0.0859405,0.09811507165431976,0.248537,1.32338,0.289369,0.712577,,,4.12308,1.91185,2.07102,381.1000061035156,,,,,,,577.6000000000001,4.011111111111112,581,4.034722222222222,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Joe Musgrove","SDP",7.87344,7.44142,9.6335,4.16978,21.858,21.858,0,0,,126.611,531.202,117.721,62.75,58.66,18.36,33.9315,0.494476,7.67667,116.907,8.31024,2.41198,3.4454,1.3051,0.220081,0.0638768,0.15620429068803787,0.240447,1.19779,0.280424,0.705865,,,4.15945,1.9087,1.61386,216.47999572753906,,,,,,,519.6000000000001,4.091338582677166,509,4.0078740157480315,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Ryan Weathers","NYY",7.30474,7.66101,2.81556,4.05093,33.311,21.124,0,0.691,,125.749,529.132,115.15,60.61,56.6,16.8648,39.6373,1.59276,5.77977,122.193,8.74552,2.83688,3.08279,1.20704,0.230932,0.0749099,0.15602175146341324,0.238054,1.23092,0.285169,0.717944,,,4.0187,1.89786,1.62679,230.47999572753906,,,,,,,534.3000000000001,4.240476190476191,519,4.119047619047619,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Joey Cantillo","CLE",5.11928,8.58637,1.12054,4.23152,39.2,19.223,0,0.6803,,125.891,540.828,114.699,63.53,59.19,15.907,52.5796,1.81504,4.05185,133.68,9.55683,3.75894,2.54243,1.1372,0.247176,0.0972205,0.14995592087507248,0.236886,1.32876,0.295246,0.715465,,,4.00355,1.86982,1.22889,277.1199951171875,,,,,,,537.6000000000001,4.2666666666666675,523,4.150793650793651,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Shota Imanaga","CHC",9.78915,8.4377,12.1579,4.13992,25.512,25.512,0,0,,153.242,626.846,135.791,75.61,70.49,29.2148,32.3302,0.384995,5.05302,133.85,7.8611,1.89877,4.1401,1.71581,0.21353,0.051576,0.16195353493094444,0.230365,1.0971,0.249946,0.727174,,,4.59846,1.865,1.93374,165.6699981689453,,,,,,,578.9,3.783660130718954,545,3.5620915032679736,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Tatsuya Imai","HOU",8.89606,9.07478,11.4859,4.34003,25.629,25.629,0,0,,148.976,638.627,131.444,76.71,71.84,20.7475,62.7591,0.439977,8.92484,151.235,9.13649,3.79143,2.40977,1.25341,0.236813,0.0982719,0.13854112476110458,0.231846,1.30358,0.280271,0.711404,,,4.35882,1.86311,1.57891,999,,,,,,,589.7000000000002,3.95771812080537,558,3.7449664429530203,,,,,,,,,,,,,,,,,,,"Tatsuya Imai","sa3062955",837227
"Nick Lodolo","CIN",8.17368,10.2528,11.5084,4.73028,26.643,26.643,0,0,,150.917,645.092,145.102,85.01,79.32,27.1181,39.0268,0.494488,17.878,161.89,9.65438,2.32738,4.14818,1.6172,0.250957,0.0604981,0.19045867398381233,0.246693,1.22007,0.295566,0.678136,,,4.45685,1.83647,0.909981,123.70999908447266,,,,,,,561.3000000000001,3.717218543046358,557,3.6887417218543046,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Grant Holmes","ATL",5.94218,7.41237,3.06536,4.22178,29.111,19.327,0,0.6492,,118.443,506.294,110.531,59.41,55.56,15.3843,43.3083,1.54586,5.28456,127.203,9.66562,3.29082,2.93714,1.16899,0.251243,0.0855398,0.1657029688358307,0.241492,1.29885,0.301944,0.713745,,,3.90655,1.83027,1.33942,468.3800048828125,,,,,,,514.1,4.356779661016949,509,4.313559322033898,,,,,,,,,,,,,,,,,,,"Grant Holmes","16944",656550
"Will Warren","NYY",7.38847,7.63721,2.76622,4.03215,35.045,21.048,0,0.691,,123.79,523.889,111.407,59.26,55.46,15.5914,44.8949,1.30032,4.85602,122.075,8.87529,3.26403,2.71912,1.13356,0.233016,0.0856955,0.14732079952955246,0.234968,1.26264,0.284766,0.721641,,,4.0059,1.8281,1.689,336.4200134277344,,,,,,,530.1999999999999,4.275806451612903,510,4.112903225806452,,,,,,,,,,,,,,,,,,,"Will Warren","30182",701542
"Casey Mize","DET",8.55527,9.40828,10.3105,4.28981,26.355,26.355,0,0,,144.573,608.026,138.582,74.18,68.91,21.1979,40.0241,0.472803,5.29718,117.543,7.31733,2.49159,2.93681,1.31962,0.193319,0.0658264,0.12749285995960236,0.246279,1.23541,0.276874,0.701181,,,4.35563,1.82542,1.63097,273.80999755859375,,,,,,,554.3000000000001,3.8227586206896556,553,3.8137931034482757,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Foster Griffin","WSN",5.38792,8.8113,4.11646,4.22134,27.863,19.831,0,0.6515,,119.308,509.379,112.336,60.09,55.96,14.6312,42.3634,1.23874,5.71542,113.879,8.59045,3.19568,2.68814,1.1037,0.223564,0.0831668,0.1403973400592804,0.243521,1.29664,0.293593,0.704906,,,4.02933,1.81754,1.32481,999,,,,,,,492.8999999999999,4.142016806722689,488,4.100840336134453,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Jameson Taillon","CHC",9.44271,8.9222,11.9301,4.36004,26.09,26.09,0,0,,152.978,637.473,144.847,79.15,74.11,25.2101,39.0962,0.393607,2.86758,117.486,6.91194,2.30011,3.00506,1.48316,0.1843,0.0613299,0.12296979501843452,0.243233,1.20242,0.264209,0.704971,,,4.56443,1.8144,1.62811,420,,,,,,,555.7,3.63202614379085,548,3.581699346405229,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"Shane Baz","BAL",9.64119,9.32011,11.6069,4.38024,27.45,27.45,0,0,,155.334,657.68,136.708,80.46,75.6,25.1806,57.0277,0.414739,8.07095,147.011,8.5178,3.30417,2.57789,1.45895,0.223531,0.0867105,0.1368200033903122,0.230698,1.24722,0.265295,0.714749,,,4.60694,1.81353,1.65266,193.75,,,,,,,582.3,3.7567741935483867,549,3.541935483870968,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Max Meyer","MIA",7.1064,9.14805,6.0352,4.10951,26.857,22.24,0,0.6387,,125.38,528.603,119.293,61.51,57.25,16.3571,39.7756,0.895683,3.5546,113.672,8.15958,2.85516,2.85783,1.17414,0.215042,0.0752467,0.1397957056760788,0.245826,1.26869,0.289761,0.716454,,,4.05465,1.80454,1.53487,364.05999755859375,,,,,,,518.8000000000001,4.1504,517,4.136,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Logan Henderson","MIL",5.87525,6.95022,2.34507,3.94264,31.744,17.472,0,0.621,,109.206,446.523,89.8193,51.18,47.84,19.2451,29.2746,1.2567,3.74354,118.6,9.77423,2.41261,4.05131,1.58605,0.265609,0.0655613,0.20004769414663315,0.217215,1.09054,0.25602,0.736987,,,4.16109,1.75666,1.53903,269.4700012207031,,,,,,,481.89999999999986,4.4211009174311915,441,4.045871559633028,,,,,,,,,,,,,,,,,,,"Logan Henderson","31475",701656
"Bryce Miller","SEA",8.92256,8.59965,10.805,4.3202,25.264,25.264,0,0,,143.889,601.387,130.805,73.67,69.07,22.9642,43.5724,0.486593,3.72995,119.401,7.46831,2.72538,2.74028,1.43637,0.198542,0.0724533,0.12608908861875534,0.236073,1.21189,0.261927,0.708072,,,4.53649,1.74091,1.568,258.7900085449219,,,,,,,536.1000000000001,3.7229166666666678,515,3.576388888888889,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Gerrit Cole","NYY",7.34102,5.749,8.77455,4.05009,18.232,18.232,0,0,,110.242,456.686,96.6777,52.86,49.61,17.0803,31.992,0.343881,3.62017,107.89,8.80799,2.61178,3.37241,1.39441,0.236246,0.0700525,0.1661931648850441,0.229598,1.16716,0.268816,0.72367,,,4.16107,1.72164,1.56011,249.5800018310547,,,,,,,460.7,4.1881818181818184,437,3.9727272727272727,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Eduardo Rodriguez","ARI",7.57514,9.61215,7.77335,4.76544,26.849,23.642,0,0.6568,,132.183,574.495,135.46,74.76,69.99,18.0996,48.7051,0.936037,3.85632,116.492,7.93166,3.31621,2.39179,1.23236,0.202773,0.084779,0.11799439787864685,0.259535,1.39326,0.302989,0.688838,,,4.34554,1.71935,0.692831,746.4500122070312,,,,,,,481.4000000000002,3.6469696969696983,503,3.8106060606060606,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"Michael Wacha","KCR",8.91749,10.3942,13.103,4.83992,27.381,27.381,0,0,,162.17,698.259,167.151,93.15,87.21,25.1644,49.9826,0.507664,5.05971,113.732,6.3118,2.7739,2.27542,1.39656,0.162879,0.0715817,0.09129700809717178,0.259868,1.33893,0.281541,0.681591,,,4.768,1.69281,0.803992,633.280029296875,,,,,,,520.0999999999999,3.2104938271604935,548,3.382716049382716,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Kodai Senga","NYM",7.21524,7.97786,3.93256,4.23035,29.361,21.079,0,0.7173,,123.628,532.132,107.624,62.16,58.11,15.2558,59.0938,1.09038,4.34835,126.487,9.20816,4.30197,2.14045,1.11061,0.237699,0.111051,0.12664824724197388,0.229627,1.34854,0.282518,0.719304,,,4.2326,1.68513,1.43783,245.30999755859375,,,,,,,519.3,4.187903225806451,492,3.967741935483871,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Justin Steele","CHC",5.48448,4.29834,4.8414,3.62208,13.337,12.956,0,0,,72.4308,298.414,64.2008,31.37,29.15,7.85642,19.577,0.218197,2.73738,69.2535,8.6052,2.43257,3.53749,0.976212,0.232072,0.0656036,0.1664682775735855,0.232528,1.15666,0.283152,0.720097,,,3.55719,1.65328,1.41377,550.8499755859375,,,,,,,337.0000000000001,4.680555555555557,325,4.513888888888889,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Yusei Kikuchi","LAA",8.5939,11.5591,12.7607,4.75,29.018,29.018,0,0,,165.619,713.375,166.021,94,87.41,28.0654,57.5942,0.714613,4.26143,153.154,8.32265,3.12976,2.6592,1.52512,0.21469,0.0807348,0.13395502418279648,0.254822,1.35018,0.293336,0.703194,,,4.60905,1.64302,0.947085,484.20001220703125,,,,,,,572.4000000000001,3.448192771084338,586,3.5301204819277108,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Mason Miller","SDP",2.83679,1.40368,0,2.42221,59.514,0.071,33,2.0061,,64.1314,254.266,38.8889,18.5,17.26,5.25757,24.4781,1.63353,1.91113,98.7985,13.8651,3.43519,4.03619,0.737831,0.388564,0.0962698,0.2922936826944351,0.170658,0.988082,0.271613,0.801105,,,2.35423,1.62728,1.60631,29.469999313354492,,,,,,,603.7,9.4328125,548,8.5625,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Brayan Bello","BOS",9.25423,9.42944,11.8293,4.36009,26.749,26.749,0,0,,154.483,666.642,153.771,80.77,74.84,17.9049,56.5537,0.400995,8.25752,115.996,6.75778,3.29475,2.05107,1.04312,0.174,0.0848336,0.08916642516851425,0.255505,1.36147,0.290354,0.69932,,,4.39874,1.62585,1.48946,441.5400085449219,,,,,,,554.8000000000002,3.6025974025974037,573,3.720779220779221,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Spencer Schwellenbach","ATL",4.94148,3.61955,4.86205,3.57701,11.236,11.05,0,0,,65.5938,267.514,59.3966,27.9,26.07,7.39837,13.7259,0.268059,2.30227,67.6074,9.27628,1.88331,4.92553,1.01512,0.252725,0.0513092,0.2014155238866806,0.236183,1.11478,0.294641,0.720508,,,3.27309,1.62241,1.34296,718.8900146484375,,,,,,,336.9000000000001,5.104545454545456,327,4.954545454545454,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
